"HDR","FEC","8.0","FECfile","8.0.1.5(f29)","",""
"F3XN","C00492173","RESTORE OUR AMERICA POLITICAL ACTION COMMITTEE","","205 WORTH AVENUE SUITE 201","","PALM BEACH","FL","33480","YE","","","","20110701","20111231","","Clark","John R.","","","","20120131","5421.59","7324.49","12746.08","11763.18","982.90","0.00","0.00","2600.00","3224.49","5824.49","0.00","1500.00","7324.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","7324.49","7324.49","0.00","0.00","11763.18","11763.18","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","11763.18","11763.18","7324.49","0.00","7324.49","11763.18","0.00","11763.18","0.00","2011","20679.49","20679.49","19696.59","982.90","7460.00","9719.49","17179.49","0.00","3500.00","20679.49","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","20679.49","20679.49","0.00","0.00","19671.59","19671.59","0.00","0.00","0.00","0.00","0.00","0.00","25.00","0.00","0.00","25.00","0.00","0.00","0.00","0.00","0.00","19696.59","19696.59","20679.49","25.00","20654.49","19671.59","0.00","19671.59"
"SA11AI","C00492173","SA11AI.4630","","","IND","","Brown","Starla M.","","","","15229 69th Dr N","","Palm Beach Gardens","FL","33418","","","20110928","450.00","650.00","Contribution","Kenco Communities","Construction","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4535","","","IND","","Brown","Starla M.","","","","15229 69th Dr N","","Palm Beach Gardens","FL","33418","","","20111201","50.00","700.00","Contribution","Kenco Communities","Construction","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4592","","","IND","","Diamond","William J.","","","","220 Wells Rd","","Palm Beach","FL","33480","","","20110823","30.00","210.00","Contribution","Town of Palm Beach","Councilman","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4634","","","ORG","Elite Cleaners","","","","","","405 S Federal Hwy","","Boca Raton","FL","33432","","","20111201","150.00","250.00","Contribution","","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4639","","","ORG","Elite Cleaners","","","","","","405 S Federal Hwy","","Boca Raton","FL","33432","","","20111221","30.00","280.00","Contribution","","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4530","","","IND","","Gore","Linda T.","","","","610 Xanadu Pl","","Jupiter","FL","33471","","","20111219","30.00","210.00","Contribution","Self Employed","Real Estate Appraiser","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4653","","","IND","","Hancock","Frances L.","","","","364 Golfview Rd 207","","North Palm Beach","FL","33408","","","20110823","50.00","250.00","Contribution","Self","Insurance","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4641","","","IND","","Hancock","Frances L.","","","","364 Golfview Rd 207","","North Palm Beach","FL","33408","","","20111221","50.00","300.00","Contribution","Self","Insurance","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4541","","","IND","","Milan","Michael J.","","","","4000 N Federal Hwy, Suite 200","","Boca Raton","FL","33431","","","20110928","150.00","300.00","Contribution","South East Financial LLC","Information Requested","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4642","","","IND","","Sabin","Ira","","","","11399 Sea Grass Circle","","Boca Raton","FL","33498","","","20111221","50.00","550.00","Contribution","Retired","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4537","","","IND","","Schwerin","Brenda","","","","215 Seminole Ave","","Palm Beach","FL","33480","","","20111006","250.00","250.00","Contribution","Homemaker","Homemaker","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4542","","","IND","","Schwerin","Francis T.","","","","PO Box 8237","","Naples","FL","34101","","","20110925","1000.00","1000.00","Contribution","Cardio-Imaging of Naples, Inc.","Physician","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4528","","","IND","","Solomon","Michael","","","","8914 Majorca Bay Dr","","Lake Worth","FL","33467","","","20111221","30.00","230.00","Contribution","Self","Political Consultant","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4548","","","IND","","Sticker-Hale","Susan M.","","","","17025 Traverse Cir","","Jupiter","FL","33477","","","20110921","250.00","250.00","Contribution","Halegen Consulting Group","Investment Banking","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00492173","SA11AI.4627","","","IND","","Valeche","Hal R.","","","","128 Viera Drive","","Palm Beach Gardens","FL","33418","","","20110823","30.00","350.00","Contribution","Self Employed","Finance","","","","","","","","","","","","","","","","","","","",""
"SA11C","C00492173","SA11C.4612","","","COM","Boynton Beach Republican Club","","","","","","5898 Royal Club Dr","","Boynton Beach","FL","33437","","","20110816","500.00","500.00","Contribution","","","","Boynton Beach Republican Club","","","","","","","","","","","","","","","","","",""
"SA11C","C00492173","SA11C.4633","","","PAC","FREEDOM'S DEFENSE FUND","","","","","","PO BOX 96396","","WASHINGTON","DC","20090","","","20111102","1000.00","2000.00","Contribution","","","C00401786","FREEDOM'S DEFENSE FUND","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4655","","","IND","","Clark","John R.","","","","2350 NW 29th Rd","","Boca Raton","FL","33431","","","20110722","226.90","","Reimbursement: PAC Off.Supplies/Food&Bev./IT Svcs/Domain Purch.","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4663","","","ORG","FedEx Office","","","","","","7775 Glades Rd","Suite 100","Boca Raton","FL","33434","","","20110815","89.23","","PAC Office Supplies","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4684","","","ORG","FedEx Office","","","","","","7775 Glades Rd","Suite 100","Boca Raton","FL","33434","","","20111201","495.13","","PAC Invitations & Posters","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4674","","","IND","","Grossman","Armand","","","","474 East Camino Real","","Boca Raton","FL","33432","","","20111006","4237.21","","Reimbursement: See Below","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4674.0","SB21B.4674","SB21B","ORG","Christini's Ristorante Italiano","","","","","","7600 Dr. Phillip's Drive","","Orlando","FL","32819","","","20110516","4237.21","","PAC Food & Beverage","","","","","","","","","","","","","","","","","","","X","",""
"SB21B","C00492173","SB21B.4656","","","ORG","J.R. Clark Enterprises LLC","","","","","","2350 NW 29th Rd","","Boca Raton","FL","33431","","","20110722","1336.51","","PAC Management Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4671","","","ORG","J.R. Clark Enterprises LLC","","","","","","2350 NW 29th Rd","","Boca Raton","FL","33431","","","20110902","232.53","","Travel Expense/Collateral Materials","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4670","","","ORG","Koch & Hoos, LLC","","","","","","901 N Washington St, Suite 102","","Alexandria","VA","22314","","","20110902","1607.50","","PAC Accouting/Compliance Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4664","","","ORG","Leclair Ryan","","","","","","Riverfront Plaza, East Tower","951 East Byrd St, 8th Fl","Richmond","VA","23219","","","20110815","1800.00","","PAC Legal Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4658","","","ORG","Lendan Inc.","","","","","","205 Worth Avenue","Suite 201","Palm Beach","FL","33480","","","20110722","166.05","","PAC Rent","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4672","","","ORG","Lendan Inc.","","","","","","205 Worth Avenue","Suite 201","Palm Beach","FL","33480","","","20110923","212.00","","PAC Rent","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4678","","","ORG","Lendan Inc.","","","","","","205 Worth Avenue","Suite 201","Palm Beach","FL","33480","","","20111104","106.00","","PAC Rent","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4685","","","ORG","Lendan Inc.","","","","","","205 Worth Avenue","Suite 201","Palm Beach","FL","33480","","","20111201","106.00","","PAC Rent","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4689","","","ORG","Maelstrom Solutions, LLC","","","","","","200 S Executive Dr","Suite 101","Brookfield","WI","53005","","","20110711","19.75","","PAC Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4690","","","ORG","Maelstrom Solutions, LLC","","","","","","200 S Executive Dr","Suite 101","Brookfield","WI","53005","","","20110719","1.95","","PAC Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4657","","","ORG","Maelstrom Solutions, LLC","","","","","","200 S Executive Dr","Suite 101","Brookfield","WI","53005","","","20110722","50.00","","PAC Web Hosting","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4662","","","ORG","Maelstrom Solutions, LLC","","","","","","200 S Executive Dr","Suite 101","Brookfield","WI","53005","","","20110811","50.00","","PAC Web Hosting","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4691","","","ORG","Maelstrom Solutions, LLC","","","","","","200 S Executive Dr","Suite 101","Brookfield","WI","53005","","","20110816","3.70","","PAC Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4692","","","ORG","Maelstrom Solutions, LLC","","","","","","200 S Executive Dr","Suite 101","Brookfield","WI","53005","","","20110819","10.40","","PAC Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4693","","","ORG","Maelstrom Solutions, LLC","","","","","","200 S Executive Dr","Suite 101","Brookfield","WI","53005","","","20110823","2.20","","PAC Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4694","","","ORG","Maelstrom Solutions, LLC","","","","","","200 S Executive Dr","Suite 101","Brookfield","WI","53005","","","20110826","8.80","","PAC Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00492173","SB21B.4695","","","ORG","Maelstrom Solutions, LLC","","","","","","200 S Executive Dr","Suite 101","Brookfield","WI","53005","","","20110831","32.20","","PAC Credit Card Processing","","","","","","","","","","","","","","","","","","","","",""
