"HDR","FEC","8.0","FECfile","8.0.1.5(f29)","",""
"F3XN","C00503540","JANPAC","","P.O. BOX 3798","","PHOENIX","AZ","85030","YE","","","","20110701","20111231","","Hockensmith","Robert","","","","20120131","0.00","21912.13","21912.13","5470.89","16441.24","0.00","704.53","5250.00","11662.13","16912.13","0.00","5000.00","21912.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21912.13","21912.13","0.00","0.00","5470.89","5470.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5470.89","5470.89","21912.13","0.00","21912.13","5470.89","0.00","5470.89","0.00","2011","21912.13","21912.13","5470.89","16441.24","5250.00","11662.13","16912.13","0.00","5000.00","21912.13","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","21912.13","21912.13","0.00","0.00","5470.89","5470.89","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0.00","5470.89","5470.89","21912.13","0.00","21912.13","5470.89","0.00","5470.89"
"SA11AI","C00503540","SA11AI.4600","","","IND","","Gitt","Steven","M","","","7131 East Caballo Circle","Suite 150","Paradise Valley","AZ","85253","","","20111122","500.00","500.00","","North Valley Plastic Surgery","Plastic Surgeon","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00503540","SA11AI.4809","","","IND","","Greene","Molly","","","","239 W. Lamar","","Phoenix","AZ","85013","","","20111227","500.00","500.00","","Salt River Project","Government Relations Manager","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00503540","SA11AI.4179","","","IND","","Hartley","Dave","","","","5711  70th Ave Ct West","","University Place","WA","98467","","","20111130","250.00","250.00","","Self","Insurance Broker","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00503540","SA11AI.4736","","","IND","","Ingram","Mike","","","","6094 E. Cholla Dr.","","Paradise Valley","AZ","85253","","","20111024","1000.00","1000.00","","El Dorado Holdings","Owner","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00503540","SA11AI.4748","","","IND","","Khera","Gordi","","","","14223 N. 14th Dr.","","Phoenix","AZ","85023","","","20111109","1000.00","1000.00","","Cardiovascular Consultants","Doctor","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00503540","SA11AI.4194","","","IND","","Kimmerle","David","W","","","1141 W. Dunlap Ave","","Phoenix","AZ","85021","","","20111109","250.00","250.00","","Sanderson Ford","Dealer","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00503540","SA11AI.4742","","","IND","","Krishna","Meera","","","","1376 S. Hettema St.","","Yuma","AZ","85364","","","20111024","500.00","500.00","","N/A","Housewife","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00503540","SA11AI.4740","","","IND","","Krishna","Ram","","","","1376 S. Hettema St.","","Yuma","AZ","85364","","","20111024","500.00","500.00","","Self-Employed","Doctor","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00503540","SA11AI.4220","","","IND","","Mitchem","Dennis","E.","","","77 East Missouri Ave","Unit 63","Phoenix","AZ","85012","","","20111201","500.00","500.00","","N/A","Retired","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00503540","SA11AI.4468","","","IND","","Peters","Mary","E.","","","8323 W Via Montoya Dr","","Peoria","AZ","85383","","","20111201","250.00","250.00","","Self","Consultant","","","","","","","","","","","","","","","","","","","",""
"SA11C","C00503540","SA11C.4828","","","PAC","MAGELLAN HEALTH SERVICES, INC. EMPLOYEE COMMITTEE FOR GOOD GOVERNMENT","","","","","","55 NOD ROAD","","AVON","CT","06001","","","20111129","5000.00","5000.00","","","","C00247262","MAGELLAN HEALTH SERVICES, INC. EMPLOYEE COMMITTEE FOR GOOD GOVERNMENT","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4702","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111121","31.90","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4703","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111122","31.90","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4704","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111122","31.90","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4707","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111125","111.65","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4708","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111125","111.65","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4709","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111125","111.65","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4710","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111125","111.65","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4711","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111128","526.35","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4712","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111128","526.35","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4713","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111128","526.35","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4714","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111128","526.35","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4719","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111130","536.91","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4724","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111207","31.88","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4725","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111207","31.88","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4726","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111207","31.88","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4727","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111208","31.88","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00503540","SB21B.4728","","","ORG","Amazon.com","","","","","","P.O. Box 81226","","Seattle","WA","98108","","","20111208","31.88","","Fundraising Expense / Book for Donors","","","","","","","","","","","","","","","","","","","","",""
