"HDR","FEC","8.0","NGP","3.0","","0",""
"F3XN","C00484642","Majority PAC","","700 13th Street, NW","Suite 600","Washington","DC","20005","YE","","","","20110701","20111231","","Lambe","Rebecca ","","","","20120131","1076628.96","1442018.74","2518647.70","1210689.88","1307957.82","0.00","123406.08","1100750.00","2910.00","1103660.00","0.00","320000.00","1423660.00","0.00","0.00","0.00","154.73","0.00","18204.01","0.00","0.00","0.00","1442018.74","1442018.74","0.00","0.00","804335.48","804335.48","0.00","0.00","406344.40","0.00","0.00","0.00","10.00","0.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00","1210689.88","1210689.88","1423660.00","10.00","1423650.00","804335.48","154.73","804180.75","174488.51","2011","2524425.99","2698914.50","1390956.68","1307957.82","1881550.00","33540.90","1915090.90","0.00","580000.00","2495090.90","0.00","0.00","0.00","154.73","0.00","29180.36","0.00","0.00","0.00","2524425.99","2524425.99","0.00","0.00","919218.81","919218.81","0.00","0.00","471727.87","0.00","0.00","0.00","10.00","0.00","0.00","10.00","0.00","0.00","0.00","0.00","0.00","1390956.68","1390956.68","2495090.90","10.00","2495080.90","919218.81","154.73","919064.08"
"SA11AI","C00484642","C18797470","","","IND","","Lee","Penny","","","","440 12th Street, NE #207","","Washington","DC","20002","","","20111215","1000.00","1000.00","","Venn Strategies","President","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797480","","","IND","","O'Brien","Lawrence","","","","3410 Q Street","","Washington","DC","20007","","","20111215","5000.00","5000.00","","The OBC Group, LLC","Information Requested","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797500","","","IND","","Castagnetti","David","","","","5607 Albia Road","","Bethesda","MD","20816","","","20111222","2500.00","2500.00","","Mehlman Vogel Castagnetti, Inc.","Partner","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797510","","","IND","","Loncar","Brian","","","","4408 Arcady","","Dallas","TX","75205","","","20111223","10000.00","10000.00","","Loncar & Associates","Attoney","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797460","","","IND","","Hindery","Leo","J.","","Jr.","405 Lexington Avenue","48th Floor","New York","NY","10174","","","20111101","10000.00","10000.00","","InterMedia Partners","Managing Partner","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797481","","","IND","","Ryan","Thomas","M.","","","4323 Westover Place, NW","","Washington","DC","20016","","","20111215","1000.00","1000.00","","Ryan, MacKinnon, Vasapoli and Berzok, ","Attorney","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797332","","","IND","","Yorkin","Peg","","","","1880 Century Park East","Suite 950","Los Angeles","CA","90067","","","20110825","2500.00","2500.00","","Peg Yorkin Productions","Producer","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797462","","","IND","","Simons","James","H.","","","800 Third Avenue","33rd Floor","New York","NY","10022","","","20111114","500000.00","500000.00","","Euclidean Capital LLC","Philanthropist","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797512","","","IND","","Carp","Bert","","","","108 East Lake Drive","","Annapolis","MD","21403","","","20111228","2500.00","2500.00","","Williams and Jensen, PLLC","Attorney","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18796092","","","IND","","Cloobeck","Stephen","J.","","","10600 W. Charleston Boulevard","","Las Vegas","NV","89135","","","20110707","100000.00","100000.00","","Diamond Resorts International","Chairman & CEO","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797482","","","IND","","Berzok","Matthew","L.","","","4824 Earlston Drive","","Bethesda","MD","20816","","","20111215","1000.00","1000.00","","Ryan, MacKinnon, Vasapoli and Berzok, ","Attorney","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18796093","","","IND","","Schwartz","Bernard","L.","","","944 Fifth Avenue","","New York","NY","10021","","","20110712","100000.00","100000.00","","BLS Investments LLC","CEO","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797503","","","ORG","Corstone Capital Partners LLC","","","","","","700 Kind Farm Boulevard","3rd Floor","Rockville","MD","20850","","","20111222","2500.00","2500.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797484","","","ORG","Elmendorf Strategies, LLC","","","","","","900 7th Street, NW","Suite 750","Washington","DC","20001","","","20111215","5000.00","5000.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797504","","","IND","","Jones","Jonathon","","","","2000 Freedom Lane","","Falls Church","VA","22043","","","20111215","2500.00","2500.00","","Peck Madigan Jones & Stewart","Consultant","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797534","","","IND","","Michaels","Laurie","","","","301 Commerce Street","Suite 3300","Fort Worth","TX","76102","","","20111230","40000.00","40000.00","","Self Employed","Psychologist","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797455","","","IND","","Berman","Michael","","","","2801 New Mexico Avenue NW","","Washington","DC","20007","","","20111018","5000.00","5000.00","","The Duberstein Group, Inc","President","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797465","","","IND","","Rosenthal","Brent","M.","","","6617 Lakewood Boulevard","","Dallas","TX","75214","","","20111205","1000.00","1000.00","","Rosenthal & Pennington, LLP","Attorney","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797485","","","IND","","Hand","Lloyd","N.","","","3519 Overlook Lane, NW","","Washington","DC","20016","","","20111215","1000.00","1000.00","","King & Spalding","Senior Counsel","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797525","","","ORG","Rent-A-Center, Inc.","","","","","","5501 Headquarters Drive","","Plano","TX","75024","","","20111230","5000.00","5000.00","","","","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797535","","","IND","","Bonderman","David","","","","301 Commerce Street","Suite 3300","Fort Worth","TX","76102","","","20111230","35000.00","35000.00","","TPG Capital","Founding Partner","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797335","","","IND","","Reiner","Robert","","","","9171 Wilshire Boulevard","#400","Beverly Hills","CA","90210","","","20110830","5000.00","5000.00","","Castle Rock Entertainment","Director","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797336","","","IND","","McCormack","Win","","","","2601 NW Thurman Street","","Portland","OR","97219","","","20110819","100000.00","100000.00","","McCormack Communications","Publisher","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797466","","","IND","","Cassidy","Gerald","","","","700 13th Street, NW # 400","","Washington","DC","20005","","","20111213","5000.00","5000.00","","Cassidy & Associates","Consultant","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797486","","","IND","","Peck","Jeffrey","J.","","","5900 Cromwell Drive","","Bethesda","MD","20816","","","20111215","2500.00","2500.00","","Peck, Madigan, Jones & Stewart","Consultant","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797516","","","IND","","Soros","George","","","","888 Seventh Avenue","","New York","NY","10106","","","20111229","100000.00","100000.00","","Soros Fund Management LLC","Chairman","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797327","","","IND","","Baron","Lisa","B.","","","5950 Deloache Avenue","","Dallas","TX","75225","","","20110809","10000.00","10000.00","","Baron & Blue","Attorney","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797337","","","IND","","Kane","Jerry","","","","35 Hewit Drive","","Corpus Christi","TX","78404","","","20110909","5000.00","5000.00","","Sam Kane Beef Processors Inc.","President","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797487","","","IND","","Valaika","William C.","","","","4770 Campus Dr.,","Suite 220","Newport beach","CA","92660","","","20111215","250.00","500.00","","Self Employed","Real Estate Investor","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797467","","","IND","","Raben","Robert","","","","213 E Street, NE","","Washington","DC","20002","","","20111214","500.00","500.00","","The Raben Group","Attorney","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797468","","","IND","","Grossman","Lawrence","C.","","","5135 Tilden Street NW","","Washington","DC","20016","","","20111214","2500.00","2500.00","","The Grossman Group, LLC","Consultant","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797488","","","IND","","Smith","Michael","","","","3513 Bradley Lane","","Chevy Chase","MD","20815","","","20111215","5000.00","5000.00","","Cornerstone Government Affairs","Government Relations","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797329","","","IND","","Marcus","George","M.","","","777 S California Avenue","","Palo Alto","CA","94304","","","20110812","5000.00","5000.00","","Marcus & Millichap","Chairman","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797339","","","IND","","Stoller","Corky","H.","","","9100 Oriole Way","","Los Angeles","CA","90069","","","20110914","25000.00","25000.00","","Self Employed","Musician","","","","","","","","","","","","","","","","","","","",""
"SA11AI","C00484642","C18797469","","","IND","","Stuart","Sandra","","","","2829 S. Osprey Avenue","","Sarasota","FL","34239","","","20111215","2500.00","2500.00","","Clark & Weinstock","Consultant","","","","","","","","","","","","","","","","","","","",""
"SA11C","C00484642","C18797502","","","PAC","AT&T Inc. Federal PAC","","","","","","208 S. Akard Street","Suite 2701","Dallas","TX","75202","","","20111222","5000.00","5000.00","","","","C00109017","AT&T Inc. Federal PAC","","","","","","","","","","","","","","","","","",""
"SA11C","C00484642","C18797463","","","PAC","South Dakota First","","","","","","PO Box 155","","Sioux Falls","SD","57101","","","20111202","5000.00","5000.00","","","","C00430371","South Dakota First","","","","","","","","","","","","","","","","","",""
"SA11C","C00484642","C18797483","","","PAC","United Food and Commercial Workers International Union Active Ballot Club","","","","","","1775 K Street, NW","","Washington","DC","20006","","","20111215","5000.00","5000.00","","","","C00002766","United Food and Commercial Workers International Union Active Ballot Club","","","","","","","","","","","","","","","","","",""
"SA11C","C00484642","C18797533","","","PAC","PAC for a Change","","","","","","777 S. Figueroa Street","Suite 4050","Los Angeles","CA","90017","","","20111230","5000.00","5000.00","","","","C00342048","PAC for a Change","","","","","","","","","","","","","","","","","",""
"SA11C","C00484642","C18797326","","","PAC","American Association For Justice PAC","","","","","","777 6th Street, NW","Ste. 200","Washington","DC","20001","","","20110805","50000.00","100000.00","","","","C00024521","American Association For Justice PAC","","","","","","","","","","","","","","","","","",""
"SA11C","C00484642","C18797479","","","PAC","American Association For Justice PAC","","","","","","777 6th Street, NW","Ste. 200","Washington","DC","20001","","","20111215","50000.00","100000.00","","","","C00024521","American Association For Justice PAC","","","","","","","","","","","","","","","","","",""
"SA11C","C00484642","C18797499","","","PAC","Democrat Republican Independent Voter Education Committee","","","","","","25 Louisiana Ave. NW","","Washington","DC","20001","","","20111216","200000.00","200000.00","","","","C00032979","Democrat Republican Independent Voter Education Committee","","","","","","","","","","","","","","","","","",""
"SA17","C00484642","C18797513","","","ORG","Waterfront Strategies","","","","","","1010 Wisconsin Avenue, NW","Suite 800","Washington","DC","20007","","","20111227","18204.01","18204.01","","","","","","","","","","","","","","","","","","","","","","Refund of Independent Expenditure Expenses",""
"SB21B","C00484642","D418310","","","ORG","Jake Perry, LLC","","","","","","1664 Beekman Place, NW","Unit D","Washington","DC","20009","","","20110715","1735.76","","Travel","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418320","","","ORG","Well & Lighthouse, LLC","","","","","","1724 20th Street, NW","Suite 201","Washington","DC","20009","","","20110809","10000.00","","Technology Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418520","","","ORG","A.J. Goodman Consulting","","","","","","1718 M Street, NW","#230","Washington","DC","20036","","","20111109","10000.00","","Fundraising Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418550","","","IND","","Sturman","Tracy","","","","1158 26th Street","Apt. 433","Santa Monica","CA","90403","","","20111230","606.40","","Reimbursement - Travel","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418580","","","ORG","Authorize.net","","","","","","PO Box 8999","","San Francisco","CA","94128","","","20110705","200.32","","Credit Card Processing Fee","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418590","","","ORG","Blue State Digital","","","","","","406 7th Street, NW","3rd Floor","Washington","DC","20004","","","20111114","450.00","","Website Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418600","","","ORG","Cybersource","","","","","","1295 Charleston Road","","Mountain View","CA","94043","","","20111102","32.63","","Credit Card Processing Fee","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418610","","","ORG","Information Management Services, Inc.","","","","","","1436 U Street, NW","Suite 103","Washington","DC","20009","","","20111102","10000.00","","Research","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418620","","","ORG","Paychex, Inc.","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20110701","119.98","","Payroll Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418630","","","IND","","Lambe","Rebecca","","","","12025 La Palmera Avenue","","Las Vegas","NV","89138","","","20110922","315.40","","Reimbursement - Travel","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418640","","","ORG","Perkins Coie, LLP","","","","","","700 13th Street, NW","Suite 600","Washington","DC","20005","","","20111207","1269.30","","Legal & Accounting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418650","","","ORG","Well & Lighthouse, LLC","","","","","","1724 20th Street, NW","Suite 201","Washington","DC","20009","","","20111130","4837.50","","Technology Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418261","","","ORG","Public Policy Polling","","","","","","2400 Alwin Court","","Raleigh","NC","27604","","","20110719","11000.00","","Research","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418321","","","ORG","Public Policy Polling","","","","","","2400 Alwin Court","","Raleigh","NC","27604","","","20110817","11000.00","","Research","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418521","","","ORG","Dixon/Davis Media Group LLC","","","","","","1028 33rd Street, NW","Suite 300","Washington","DC","20007","","","20111206","53109.60","","Production Costs","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418551","","","IND","","Sturman","Tracy","","","","1158 26th Street","Apt. 433","Santa Monica","CA","90403","","","20111230","258.75","","Reimbursement - Travel","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418571","","","IND","","LaFave","Lori","B.","","","200 East Jefferson Street","","Falls Church","VA","22046","","","20111026","5000.00","","Fundraising Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418581","","","ORG","Authorize.net","","","","","","PO Box 8999","","San Francisco","CA","94128","","","20110802","65.35","","Credit Card Processing Fee","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418591","","","ORG","Blue State Digital","","","","","","406 7th Street, NW","3rd Floor","Washington","DC","20004","","","20111026","450.00","","Website Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418601","","","ORG","Deluxe Checks","","","","","","2680 Victoria Street North","","Saint Paul","MN","551262966","","","20111208","197.31","","Printing","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418621","","","ORG","Paychex, Inc.","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20110930","7852.61","","Payroll Taxes","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418631","","","ORG","RYLO Consulting, LLC","","","","","","908 E 5th Street","","Austin","TX","78702","","","20111118","8000.00","","Fundraising Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418641","","","ORG","Peter D. Hart Research Associates, Inc.","","","","","","1724 Connecticut Avenue, NW","","Washington","DC","20009","","","20111026","72000.00","","Research","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418651","","","ORG","Well & Lighthouse, LLC","","","","","","1724 20th Street, NW","Suite 201","Washington","DC","20009","","","20111130","12000.00","","Website Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418311","","","ORG","Jake Perry, LLC","","","","","","1664 Beekman Place, NW","Unit D","Washington","DC","20009","","","20110715","15000.00","","Fundraising Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418611","","","IND","","Poersch","J.B.","","","","608 Woodland Terrance","","Alexandria","VA","22302","","","20111026","205.70","","Reimbursement - Travel","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418582","","","ORG","Authorize.net","","","","","","PO Box 8999","","San Francisco","CA","94128","","","20110902","60.15","","Credit Card Processing Fee","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418262","","","ORG","Message Global, LLC","","","","","","455 Massachusetts Avenue, NW","Suite 650","Washington","DC","20001","","","20110726","1211.76","","Travel & Gift","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418312","","","IND","","Dixon","Monica","","","","5113 Duvall Drive","","Bethesda","MD","20816","","","20110803","30000.00","","Strategic Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418322","","","ORG","The Ashmead Group","","","","","","122 C Street, NW","Suite 505","Washington","DC","20001","","","20110824","502.03","","Fundraising Consulting Expenses","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418542","","","ORG","Paychex, Inc.","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20111201","7498.69","","Payroll Taxes","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418572","","","IND","","LaFave","Lori","B.","","","200 East Jefferson Street","","Falls Church","VA","22046","","","20111118","5000.00","","Fundraising Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418592","","","ORG","Blue State Digital","","","","","","406 7th Street, NW","3rd Floor","Washington","DC","20004","","","20111026","1350.00","","Website Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418612","","","ORG","Jake Perry, LLC","","","","","","1664 Beekman Place, NW","Unit D","Washington","DC","20009","","","20111207","15000.00","","Fundraising Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418622","","","ORG","Paychex, Inc.","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20110930","95.66","","Payroll Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418632","","","ORG","RYLO Consulting, LLC","","","","","","908 E 5th Street","","Austin","TX","78702","","","20111207","4000.00","","Fundraising Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418642","","","IND","","Potter","Stephanie","L.","","","330 Rhode Island Avenue, NE","Apartment 106","Washington","DC","20002","","","20111201","3523.46","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418652","","","ORG","Well & Lighthouse, LLC","","","","","","1724 20th Street, NW","Suite 201","Washington","DC","20009","","","20111215","14737.05","","Website & Technology Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418822","","","ORG","Cybersource","","","","","","1295 Charleston Road","","Mountain View","CA","94043","","","20110729","867.48","","Credit Card Processing Fee","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418263","","","ORG","Perkins Coie, LLP","","","","","","700 13th Street, NW","Suite 600","Washington","DC","20005","","","20110726","9843.52","","Legal & Accounting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418313","","","ORG","Rue Group, LLC","","","","","","200 East 72nd Street","Suite 29M","New York","NY","10021","","","20110803","15000.00","","Fundraising Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418323","","","ORG","Paychex, Inc.","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20110912","46.64","","Payroll Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418513","","","ORG","Rue Group, LLC","","","","","","200 East 72nd Street","Suite 29M","New York","NY","10021","","","20111206","10000.00","","Fundraising Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418543","","","IND","","Potter","Stephanie","L.","","","330 Rhode Island Avenue, NE","Apartment 106","Washington","DC","20002","","","20111230","3523.46","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418583","","","ORG","Authorize.net","","","","","","PO Box 8999","","San Francisco","CA","94128","","","20111004","58.65","","Credit Card Processing Fee","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418593","","","ORG","Change.org","","","","","","139 Townsend Street","Suite 150","San Francisco","CA","94107","","","20111026","4000.00","","Petition Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418613","","","ORG","Jake Perry, LLC","","","","","","1664 Beekman Place, NW","Unit D","Washington","DC","20009","","","20111118","15000.00","","Fundraising Consulting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418623","","","ORG","Paychex, Inc.","","","","","","3060 Williams Drive","Suite 200","Fairfax","VA","22031","","","20111031","7626.77","","Payroll Taxes","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418643","","","IND","","Potter","Stephanie","L.","","","330 Rhode Island Avenue, NE","Apartment 106","Washington","DC","20002","","","20111031","3523.46","","Salary","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418633","","","ORG","Perkins Coie, LLP","","","","","","700 13th Street, NW","Suite 600","Washington","DC","20005","","","20111101","3446.97","","Legal & Accounting Services","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418314","","","ORG","The Ashmead Group","","","","","","122 C Street, NW","Suite 505","Washington","DC","20001","","","20110803","11309.33","","Fundraising Consulting Services & Travel","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418324","","","ORG","Jake Perry, LLC","","","","","","1664 Beekman Place, NW","Unit D","Washington","DC","20009","","","20110901","15333.26","","Fundraising Consulting Services & Photocopies","","","","","","","","","","","","","","","","","","","","",""
"SB21B","C00484642","D418544","","","IND","","Dixon","Monica","","","","5113 Duvall Drive","","Bethesda","MD","20816","","","20111230","10059.32","","Salary","","","","","","","","","","","","","","","","","","","","",""
